Name,Gender,DOB,Salary,Purchased
Rachael,Female,1963-02-25,142440.13,Yes
Trevor,Female,1964-05-12,67780.97,No
Danielle,Female,1977-09-15,123615.94,No
Tara,Female,1991-02-04,113940.04,No
Tara,Female,1964-10-16,71403.01,Yes
Julie,Female,1992-02-22,48266.15,Yes
Sara,Male,1997-12-28,63876.75,Yes
Bryan,Male,1966-02-08,75482.86,Yes
Monica,Female,1973-03-14,145499.82,Yes
Kyle,Male,1987-07-20,36699.33,No
Brandi,Female,1967-03-31,91933.14,No
Daniel,Female,1967-09-20,100780.78,No
Misty,Female,2005-10-10,104939.19,Yes
Rose,Male,1963-11-04,143731.49,No
Karen,Male,1985-06-25,46392.64,No
Monica,Male,1979-12-26,75052.72,No
Shaun,Female,1976-04-10,147472.56,No
Joshua,Male,1978-02-22,113637.4,Yes
Andrew,Male,2001-11-29,49567.84,Yes
Amanda,Female,2001-01-25,145259.12,No
Lisa,Male,1988-04-14,46596.84,No
Logan,Female,1962-12-14,43171.52,Yes
James,Female,1979-08-20,70373.81,No
Willie,Male,1990-08-09,147960.73,No
Kari,Female,1963-03-07,124738.71,Yes
Dana,Female,1973-10-30,55317.17,Yes
Steven,Male,1962-08-06,79420.25,No
Frances,Female,2000-05-19,58284.84,No
Jeffrey,Male,1962-12-23,79679.61,No
Melissa,Male,1982-11-20,138445.85,Yes
Teresa,Female,1991-05-05,84401.53,Yes
Cheryl,Male,2004-12-02,32650.06,No
Julie,Male,1980-02-15,,Yes
Andrew,Male,1965-12-06,52913.08,Yes
Michelle,Female,1993-03-28,80620.0,Yes
Charles,Female,1965-05-20,88523.41,Yes
Julie,Female,1979-03-30,121010.15,Yes
Elizabeth,Male,2001-04-17,129005.22,Yes
Rachel,Female,1998-08-22,129706.7,Yes
James,Male,1990-11-28,79580.55,Yes
Victoria,Male,1974-04-23,47884.04,No
William,Male,1995-09-19,147607.03,Yes
Virginia,Female,1963-01-08,118599.82,Yes
Allison,Female,2003-01-03,133584.68,No
Pamela,Female,2000-03-14,52993.99,Yes
Paul,Female,1961-04-26,126441.55,No
Sarah,Male,1985-11-13,122782.03,Yes
Jose,Female,1967-06-16,92621.03,No
Ashley,Female,1982-11-24,118579.36,No
Shawn,Female,1984-08-13,89273.21,No
Brett,Female,1961-02-19,129791.41,Yes
Ricky,Male,1976-05-09,48667.55,No
Whitney,Male,1970-06-10,114772.63,Yes
George,Male,1978-12-06,129514.34,Yes
Nancy,Female,1964-01-04,114933.24,No
Kiara,Male,1995-06-06,106637.64,Yes
Jeffrey,Female,1979-02-17,54709.28,Yes
Brian,Female,1976-11-17,59497.64,No
Ronnie,Male,2001-10-24,38369.61,Yes
Christopher,Female,2000-10-25,51965.63,Yes
Kayla,Male,1975-09-17,75883.68,No
Christina,Female,1989-05-12,126003.44,No
Paul,Female,1960-04-16,135847.74,No
Sarah,Female,1961-12-19,35331.67,No
Steven,Male,1986-09-10,55212.72,Yes
Stephen,Male,1997-08-22,67499.92,Yes
Yvette,Male,1971-08-27,59523.23,No
Linda,Female,1973-01-26,110807.14,Yes
Matthew,Female,1994-09-19,129732.76,No
Heather,Male,1999-04-28,37877.41,Yes
Renee,Male,2001-01-21,128425.52,Yes
Gabriela,Female,1978-10-23,43145.1,Yes
Michael,Female,1984-05-31,137277.17,No
Derek,Female,1997-07-09,130342.67,No
Jennifer,Male,1978-12-08,103193.93,No
Brian,Male,1978-09-12,139213.64,Yes
Benjamin,Female,1992-08-30,67636.46,No
Anthony,Female,1961-08-18,124718.11,No
Glenn,Male,1968-09-16,98102.45,Yes
Claire,Female,2005-03-28,76429.69,Yes
Jonathan,Female,1982-03-06,144920.72,Yes
Sara,Male,1986-12-09,93678.39,Yes
Alex,Male,2002-10-28,94312.02,Yes
Elizabeth,Male,1966-12-26,38845.38,No
Adam,Female,2004-04-04,63195.52,Yes
Doris,Male,1996-03-30,31533.4,No
William,Male,1959-07-07,52283.38,No
Benjamin,Male,1992-12-17,137833.54,Yes
Joshua,Male,1978-08-04,44520.45,No
Taylor,Female,1992-07-02,136802.57,No
Janet,Male,1971-06-20,115157.56,No
Lisa,Female,1978-09-10,53414.58,Yes
Regina,Female,1988-10-10,123535.79,No
Carolyn,Female,1967-11-13,136622.72,Yes
Cynthia,Female,1974-05-04,121517.15,No
Katie,Male,1961-01-31,121716.24,Yes
Edward,Female,1991-09-25,81030.52,Yes
Janet,Male,1971-12-03,71162.69,Yes
Sara,Female,1985-05-15,120951.71,No
Christina,Female,1991-05-20,78736.41,No
Mary,Male,1980-07-13,43059.17,No
Stephen,Female,2006-12-30,44427.82,Yes
Jeremy,Male,2004-09-24,75342.72,Yes
Sandra,Female,1996-04-29,54782.38,Yes
Alexander,Female,2005-01-27,97982.46,No
Michael,Female,1992-02-23,95285.44,Yes
Richard,Male,1965-04-28,106536.54,No
Brian,Female,1991-09-17,84929.09,No
Deanna,Male,1982-08-17,86205.64,No
Janice,Female,1968-10-24,79779.22,No
Patricia,Male,1960-05-15,59265.38,No
Kenneth,Female,1968-11-22,58303.22,Yes
Amy,Male,1979-05-07,54237.59,Yes
Megan,Female,1962-05-06,83752.11,Yes
Susan,Male,1993-03-01,120893.3,Yes
Kristin,Male,1961-08-25,130766.28,Yes
Whitney,Male,1978-04-11,114411.78,Yes
Joseph,Female,1990-08-19,101510.74,No
Kurt,Female,1975-04-12,142219.91,Yes
David,Male,1982-01-04,116463.88,Yes
Anna,Male,1980-12-04,71074.69,No
Toni,Male,1975-06-08,105297.18,No
Barry,Female,1967-12-08,105349.82,Yes
David,Male,1986-03-15,78240.54,No
Victor,Male,2006-08-03,129767.04,No
Jennifer,Male,2002-05-13,61336.03,Yes
Cassandra,Male,1985-11-22,81565.13,No
Angela,Male,2003-11-14,99405.66,Yes
Robert,Female,1965-08-31,120312.9,Yes
James,Male,1972-10-10,97218.93,No
Scott,Male,2004-01-18,127885.07,No
Steven,Male,1995-06-08,104748.01,No
Kurt,Male,1986-07-14,136118.35,Yes
George,Male,1989-05-06,50021.63,Yes
Kristen,Female,2004-05-12,130772.88,Yes
Sarah,Female,1960-12-05,106617.76,Yes
Colleen,Male,1973-09-09,47365.13,No
Gloria,Male,1997-07-17,135718.76,No
Lisa,Male,1976-06-17,95878.24,No
Melissa,Male,1987-01-02,31992.17,No
Danny,Male,1975-07-26,78296.7,Yes
Marcus,Male,1971-11-13,117303.79,Yes
Rebecca,Male,1986-05-19,30835.63,Yes
Michelle,Male,1989-06-01,72679.52,Yes
Becky,Male,1982-02-22,79780.77,Yes
Eric,Male,1974-04-20,36179.82,No
Deborah,Male,1992-05-05,80928.5,No
Pamela,Female,1995-09-24,72508.31,No
Curtis,Female,2002-05-30,95733.21,No
Andrew,Female,1991-02-18,90369.05,No
Katherine,Male,1974-09-14,141779.03,No
Anita,Male,1969-01-30,,Yes
Lori,Female,2006-12-18,67824.86,Yes
Kenneth,Female,1973-03-08,73002.16,No
Amber,Female,1981-01-16,87375.92,Yes
Emily,Female,2004-02-16,42432.42,Yes
Tammy,Male,1966-11-20,80314.91,No
Stacey,Female,2001-01-21,95335.24,No
Nicholas,Female,1972-02-06,81251.17,Yes
Sarah,Female,2002-03-07,88143.02,Yes
Jacob,Male,1987-04-03,99309.2,No
Stephen,Female,1984-09-02,98666.64,Yes
Tammy,Male,1960-12-18,68898.74,No
Nathaniel,Male,1963-01-01,113092.56,Yes
Barbara,Female,2004-12-18,124559.58,Yes
Patricia,Male,1994-03-19,139438.03,Yes
John,Female,1994-03-02,50683.14,Yes
Haley,Female,1960-04-15,68002.59,No
Ashley,Male,1972-03-10,57346.68,No
Brian,Male,1973-09-28,57707.07,Yes
Jasmine,Female,1990-01-31,105659.84,No
Michael,Male,1973-07-16,146610.62,No
Jessica,Female,1977-06-01,118827.78,Yes
Tiffany,Female,1981-06-11,65420.14,No
Chelsea,Male,1961-01-11,86452.42,No
Gary,Male,1970-11-02,108216.35,No
Christopher,Female,1980-03-14,115863.96,Yes
Richard,Female,1987-07-02,54718.74,No
David,Male,1974-09-12,93824.74,Yes
Jenna,Female,1960-09-15,109633.13,No
Karen,Female,1983-03-20,43835.98,Yes
Matthew,Male,1970-01-18,148146.28,Yes
James,Female,1990-08-01,33364.75,No
Susan,Male,1962-02-05,101795.43,Yes
Todd,Male,1974-05-21,81664.83,Yes
Christopher,Male,1982-10-08,121762.48,Yes
Keith,Male,1971-12-29,,Yes
Erica,Male,2006-06-20,92265.97,Yes
Rebecca,Female,1994-12-06,67419.08,No
Tara,Male,1981-05-06,73178.98,No
Jane,Male,1987-09-09,41347.26,Yes
Nicole,Male,1983-05-23,147939.63,No
Melissa,Male,1964-08-05,124835.0,No
Danielle,Female,1959-11-23,123880.36,Yes
Kevin,Female,1987-09-16,76518.08,Yes
Jamie,Male,1989-12-08,136724.89,Yes
Adam,Male,1968-05-03,33167.99,Yes
Greg,Male,1975-02-11,117796.68,Yes
Christina,Female,1996-05-11,82613.92,Yes
Ruth,Male,1968-02-08,130659.29,Yes
Ellen,Female,2006-09-16,83101.39,Yes
Mark,Female,1960-04-12,110304.85,Yes
Adam,Male,1991-04-27,144546.48,Yes
Natasha,Male,1964-01-11,74693.42,Yes
Jeffrey,Male,1996-07-29,58684.56,No
Tammy,Female,1998-12-12,95973.24,No
Kathleen,Male,1987-08-11,93834.73,No
Oscar,Female,1989-02-23,41755.55,No
Charles,Male,1989-05-12,62802.77,No
George,Female,1999-12-08,85825.8,No
Michael,Female,1961-02-11,136365.43,Yes
Eric,Female,1968-03-06,145044.54,No
Matthew,Female,1968-08-16,131033.73,No
Alisha,Male,1964-07-29,104846.58,Yes
Crystal,Female,1992-01-27,52600.63,No
Benjamin,Female,1993-03-28,102834.7,Yes
William,Male,1978-08-23,91347.63,Yes
Erin,Male,1981-11-27,128674.62,Yes
Carla,Female,1971-02-28,145336.42,No
Anthony,Male,2003-10-28,64057.24,No
William,Male,1966-02-22,68530.48,Yes
Andrea,Male,1968-12-12,67306.47,No
Sean,Female,2004-01-26,41589.24,No
Lisa,Female,1984-03-22,110364.75,No
Michael,Male,2004-10-19,100936.88,No
Travis,Male,1996-04-20,132590.49,No
Brittany,Female,1970-07-11,80015.57,Yes
Gary,Female,1983-02-01,140179.07,Yes
Leah,Male,1995-10-01,97123.43,Yes
Timothy,Female,1961-12-13,121862.93,No
Derek,Male,1980-06-30,72652.76,Yes
Monica,Male,1997-11-01,113722.7,No
Adam,Female,1973-05-07,81454.25,No
Denise,Male,1996-07-22,33731.37,No
Kevin,Female,1992-11-21,61268.39,No
Gilbert,Female,1959-10-24,99015.22,Yes
Sara,Male,1973-01-23,43452.51,No
Tanya,Female,1975-09-19,96755.33,No
Kelly,Female,1961-08-19,66853.95,Yes
Ruth,Female,1968-04-11,58621.4,No
Maureen,Male,1994-06-20,131486.87,No
Rodney,Female,2003-09-18,119350.31,Yes
Bridget,Male,1992-04-11,34753.69,Yes
Ryan,Male,1992-10-18,52315.09,Yes
Donna,Female,1985-12-19,50722.94,Yes
Claire,Male,1992-06-23,79651.9,No
Michael,Female,1967-09-01,54715.21,Yes
Stephanie,Female,1967-02-15,105523.39,No
Jennifer,Male,1965-10-07,116679.24,Yes
Hannah,Male,1991-01-04,133067.11,Yes
Jonathan,Male,1995-12-11,147610.71,No
John,Female,1985-05-26,30282.89,Yes
Michael,Female,1976-01-04,30019.9,No
James,Male,1994-08-07,83231.8,No
Kendra,Male,2006-05-22,44190.51,Yes
John,Male,2006-03-29,107116.47,Yes
John,Female,1964-12-26,96001.93,No
Kimberly,Female,1961-05-23,71228.74,No
Garrett,Male,2001-11-23,124360.17,Yes
Clinton,Female,1983-10-06,123745.65,No
Erica,Female,2004-02-04,109161.5,No
Brandi,Male,1959-07-19,102150.07,Yes
Shane,Female,1980-12-17,33889.87,No
Christopher,Female,2000-08-11,127364.14,Yes
David,Male,1978-04-13,82014.71,No
Daniel,Female,1964-03-10,82612.42,Yes
Katherine,Male,1960-12-27,128909.23,Yes
Emily,Female,1967-12-12,133447.88,Yes
Brandy,Female,2000-12-03,69224.28,No
Michelle,Female,1974-02-25,67392.25,No
Judith,Female,1977-07-25,123348.64,No
Christopher,Female,1964-04-03,76270.04,No
Rodney,Male,1979-05-01,137192.71,Yes
Margaret,Female,1991-11-20,36804.88,Yes
Jacob,Male,1981-06-10,123003.56,No
Christina,Female,1994-06-09,87217.02,No
Tonya,Male,1986-04-04,104702.67,No
Jesse,Male,1985-01-09,56147.76,Yes
Timothy,Female,1982-04-07,60750.24,Yes
Tina,Male,1984-03-30,31295.57,No
Richard,Male,1995-11-19,132667.53,Yes
Thomas,Female,1985-03-29,69169.28,Yes
Dominique,Female,1965-02-15,87079.55,Yes
William,Female,1993-12-21,71624.3,Yes
Emily,Female,2005-10-01,42459.01,No
Karen,Male,1978-06-03,111888.99,Yes
Julie,Female,1968-09-03,95180.93,Yes
Daniel,Male,1983-02-01,93834.56,No
Tina,Female,1999-07-11,75106.37,Yes
Eric,Male,1968-10-31,35987.6,Yes
Nicole,Female,1976-10-02,62307.35,No
David,Male,1978-09-03,132142.45,No
Linda,Male,1960-08-12,105364.5,No
Gary,Female,1992-12-08,74558.52,Yes
Travis,Male,1987-05-25,137394.8,Yes
Kayla,Male,1991-08-02,102878.54,Yes
Charlene,Male,1990-08-14,60666.67,Yes
Shannon,Female,2006-12-23,78964.34,No
Ricardo,Male,1973-01-24,121221.5,Yes
John,Male,1960-10-23,136641.2,Yes
Thomas,Female,2005-06-23,92532.19,No
Nicole,Female,2002-01-14,45652.19,No
Cathy,Female,1974-02-13,64330.7,No
Jennifer,Female,2006-08-27,66395.55,No
Brandon,Male,1968-11-16,144449.51,Yes
Lisa,Male,1973-10-04,128937.04,Yes
Randall,Male,1964-09-04,63057.95,Yes
Linda,Female,2000-05-20,126761.84,Yes
Monique,Female,1999-03-11,67755.88,Yes
Angela,Male,1963-11-23,37369.5,Yes
Eric,Male,2005-01-27,126884.68,No
Eric,Male,1973-04-09,147187.72,No
Rachel,Male,2001-03-25,36065.54,Yes
Craig,Male,1970-03-04,129430.1,No
Allison,Male,2005-09-09,90771.53,Yes
Randall,Female,2002-09-01,127704.23,Yes
Edward,Male,1996-11-30,84912.94,Yes
Allison,Male,2002-07-13,122866.05,No
Olivia,Male,1968-03-30,123979.57,No
Alicia,Male,1987-01-08,138545.77,Yes
Selena,Male,2002-12-07,118897.38,Yes
Anthony,Male,1987-11-29,87456.81,No
Teresa,Male,1985-02-24,100326.12,No
Jason,Male,1994-01-26,68111.57,Yes
Laura,Male,1988-09-15,93689.0,Yes
Billy,Male,1986-10-02,146067.35,Yes
John,Male,1989-03-25,70845.59,Yes
Richard,Female,1992-03-15,105012.43,No
Helen,Female,1979-08-14,90884.23,Yes
John,Male,1969-03-11,149621.61,Yes
Jennifer,Female,1994-12-01,111761.13,No
Trevor,Female,2004-09-16,32873.43,No
Jaclyn,Male,1973-05-18,96949.23,No
Stacy,Female,1961-08-14,110914.21,No
Matthew,Female,1993-12-12,82065.84,No
Sara,Male,1978-02-20,89556.18,No
Laura,Female,1991-02-24,90586.33,Yes
Gail,Female,1988-10-13,65988.37,No
Brittany,Female,1977-10-13,138906.11,No
Andrew,Female,1975-11-11,48564.16,No
Connie,Male,2005-01-20,38957.2,No
Shannon,Male,1966-04-20,105398.48,Yes
Donald,Female,1998-02-12,117071.27,No
Abigail,Male,2001-08-11,137653.77,Yes
Sandra,Female,1966-07-20,32726.4,Yes
Ashley,Male,1994-06-05,137128.4,No
Arthur,Male,2005-02-22,123544.7,Yes
Carol,Male,1968-05-15,114841.05,Yes
Matthew,Male,2003-08-08,63782.63,Yes
Leah,Female,2000-05-17,101068.15,Yes
David,Male,1972-11-18,40669.94,No
Melissa,Male,1959-07-12,135386.04,No
Sara,Male,2001-03-21,46962.84,Yes
Richard,Male,1970-08-18,102458.83,No
Steven,Male,1984-09-01,107192.84,Yes
Megan,Male,1986-08-13,105725.22,No
Paul,Female,1975-12-01,122167.76,Yes
Anthony,Female,1964-04-18,115323.3,No
Peter,Female,2004-07-17,117210.36,No
Lisa,Female,1996-08-15,119814.5,Yes
Andrew,Female,1982-06-03,34974.77,No
Michael,Female,1990-01-03,87775.79,Yes
Diana,Male,1991-05-26,46509.01,Yes
Nicholas,Female,1976-05-28,83871.63,No
Brian,Male,1974-07-25,105578.16,Yes
Madison,Male,1962-07-03,69972.0,Yes
Karla,Male,1975-09-08,135401.75,Yes
Todd,Male,1984-03-26,138803.18,Yes
Sharon,Female,1966-12-31,46976.05,No
Julie,Male,1996-04-08,142155.1,No
Kevin,Male,1985-04-26,102953.28,No
Susan,Female,1974-10-01,137437.62,No
Jennifer,Female,1967-08-01,41374.52,Yes
Lawrence,Female,1965-05-21,43332.75,No
Sharon,Male,2001-09-12,63657.07,No
Sherri,Male,1975-09-09,53716.82,Yes
Courtney,Female,1976-12-07,58104.96,No
Jodi,Male,1971-01-12,124736.42,Yes
Steven,Male,1971-03-29,41986.54,No
Jonathan,Female,1999-01-30,80234.38,No
Lisa,Female,2006-05-19,47769.58,Yes
Tyler,Male,1982-04-28,96198.13,No
Mark,Female,1998-05-17,106543.34,No
Brandon,Female,1961-02-21,96927.8,Yes
Andrew,Female,1977-05-15,90168.69,Yes
Larry,Female,2003-10-17,94923.02,No
Kimberly,Male,1968-05-19,43993.08,Yes
Gregory,Female,1973-03-30,60005.22,Yes
Kimberly,Male,1982-07-15,120951.89,No
Darlene,Female,1966-01-28,117884.05,No
Michaela,Female,2002-11-14,140895.25,Yes
Brooke,Female,2003-03-21,32912.85,No
Jerry,Female,1961-08-29,138440.05,Yes
Tammy,Male,1977-04-08,122102.06,Yes
Angela,Male,1962-08-25,85192.89,Yes
Jennifer,Male,1960-05-29,139168.83,No
Robert,Male,1960-06-25,72804.17,Yes
Andrew,Female,1968-05-16,130423.78,No
Joseph,Female,1975-03-03,113089.28,No
Barbara,Male,2001-05-20,143737.72,No
Regina,Female,1983-05-23,134729.17,Yes
Cameron,Female,1971-10-08,124769.78,Yes
Danny,Male,2006-05-29,112578.58,No
Madeline,Male,1980-09-28,33546.51,No
Nancy,Female,1997-11-19,117472.58,Yes
Steven,Male,1998-05-20,117001.22,No
Abigail,Male,1971-07-12,124520.54,Yes
Hannah,Female,1996-12-25,101077.73,Yes
Kevin,Female,1977-09-04,122312.35,No
Kirk,Male,1980-06-29,91187.62,No
Kelsey,Male,1988-04-19,133958.02,No
Richard,Female,1995-04-12,135130.51,Yes
Katrina,Male,2004-07-15,104787.96,Yes
Rita,Female,1970-10-20,124842.89,Yes
Michelle,Female,1968-06-03,60360.9,Yes
Virginia,Male,1984-12-16,77589.71,Yes
Michael,Female,1997-05-28,94619.78,No
Angel,Female,1983-04-27,115003.75,No
Donna,Female,1985-10-06,115341.72,Yes
Susan,Female,1975-04-16,,Yes
John,Male,1987-07-24,44656.01,Yes
William,Male,1999-06-19,87983.6,No
Luis,Female,2001-08-18,84606.09,No
Tracey,Male,1976-01-03,41174.21,No
Jason,Female,1965-12-25,55104.69,Yes
Andrea,Female,1978-04-25,35777.18,Yes
Thomas,Male,1990-11-28,134734.72,No
Patricia,Male,2001-02-18,46287.26,Yes
Kevin,Female,1962-10-24,145843.95,Yes
William,Female,1993-12-14,49774.26,No
Michael,Female,1964-01-04,99264.17,No
Daniel,Male,1984-09-10,84925.9,No
Dawn,Male,1991-04-21,101727.62,No
Kayla,Female,1963-05-21,71604.77,No
Scott,Female,2000-02-19,110192.89,No
Lisa,Male,1968-01-10,53779.01,Yes
Alexis,Male,1967-05-12,72193.8,No
Gregory,Male,1995-12-23,76839.54,No
Anthony,Female,2006-04-19,114463.05,No
Susan,Male,1973-07-09,66485.3,Yes
Matthew,Female,1984-12-07,49860.18,No
Jonathan,Male,1985-12-13,40255.86,Yes
Michael,Female,1962-03-23,121409.67,No
Selena,Male,1971-09-24,120136.55,No
Wendy,Female,2002-02-15,96509.72,No
Danielle,Male,1960-06-23,125124.74,Yes
Heather,Male,1990-01-23,68951.6,Yes
Megan,Female,2002-11-08,61941.44,Yes
Ian,Female,1972-08-19,117664.78,No
Felicia,Female,1992-09-03,104270.94,No
Hector,Male,1982-05-07,117099.24,No
Robert,Male,1991-08-15,65920.71,Yes
Nathaniel,Female,1988-03-30,128731.76,Yes
Ronald,Male,1991-01-17,135306.94,No
John,Male,1997-07-18,45731.28,No
Patricia,Male,2001-08-28,130170.76,Yes
Jared,Male,1995-02-10,130111.96,No
Austin,Male,2000-05-24,65998.12,Yes
Lisa,Male,2006-01-24,69523.11,Yes
William,Female,1999-01-23,131376.48,No
Francisco,Female,2003-03-21,49499.96,No
Christina,Male,2005-07-15,63986.98,Yes
Timothy,Male,1966-12-09,34559.22,No
Charles,Male,1972-05-02,65953.35,No
Katherine,Female,1973-03-09,87094.8,No
Robert,Male,1970-05-24,90555.31,No
Paul,Female,1973-04-13,97322.14,No
Mario,Female,1984-04-26,89612.15,No
Juan,Female,1974-01-16,37905.26,Yes
Steven,Male,1989-07-09,57252.11,No
Tim,Female,1969-10-23,72521.15,Yes
Rodney,Male,1989-12-23,57756.07,No
Heather,Male,1960-05-14,91119.13,No
Jason,Female,1993-04-22,44039.1,Yes
Lisa,Female,1968-02-01,108554.41,No
Kenneth,Female,2003-08-20,108295.23,No
David,Male,1994-03-24,67670.58,Yes
Joanna,Female,1998-12-29,96673.46,No
Kristi,Male,1963-05-12,47506.11,No
Sarah,Male,1969-10-08,35980.88,No
David,Male,1985-04-04,131264.96,No
Brian,Male,1965-12-16,103287.73,Yes
Francisco,Male,1976-10-03,86555.53,Yes
Adam,Male,1978-08-09,144107.84,Yes
Jennifer,Female,2006-06-10,66895.45,Yes
Anthony,Male,1982-11-23,118230.34,Yes
Tami,Female,1995-09-09,50856.28,No
Aaron,Female,1972-05-26,69301.54,Yes
Brian,Female,2005-03-15,93877.71,No
Tyler,Female,1960-04-27,107521.01,No
Stephanie,Female,1986-01-05,91824.87,No
Claire,Male,1975-05-15,118182.06,Yes
Maria,Male,1998-10-19,100692.44,No
Christopher,Male,1981-12-14,68472.67,No
Mary,Female,1979-08-23,53490.74,Yes
Cassandra,Male,1982-09-29,100906.75,Yes
John,Male,1985-11-02,44871.81,Yes
Albert,Male,1963-05-18,108902.2,Yes
Madeline,Female,1970-11-21,81693.17,Yes
Dean,Male,1978-07-24,67556.58,No
Melanie,Female,1995-04-22,84812.59,No
Stephanie,Male,1987-12-07,146135.97,Yes
Michael,Male,1985-04-14,57282.24,No
Jacob,Female,1998-10-22,145582.35,No
Paul,Female,1997-04-28,71586.6,No
Toni,Female,1990-06-09,58364.42,No
Amy,Female,1996-12-31,99159.75,No
Joseph,Female,1994-08-21,67505.85,Yes
Paula,Female,1960-12-03,60343.68,Yes
Brian,Female,1992-04-02,61601.11,Yes
Tonya,Female,1962-04-05,128437.28,Yes
Melissa,Male,2001-10-08,121697.58,No
Olivia,Male,1995-09-03,108205.75,No
Jennifer,Male,1973-11-20,76616.04,Yes
Maria,Female,1987-01-11,104235.86,No
Christopher,Female,2006-09-22,114701.9,No
Amy,Female,1978-04-07,38315.09,Yes
David,Female,2002-12-07,74428.84,No
Vanessa,Male,1972-04-10,51619.45,No
Rachel,Female,1973-10-19,141826.17,Yes
Joshua,Male,1999-10-19,135049.22,Yes
Tina,Female,1974-02-22,91870.33,No
Tammy,Female,1970-04-26,86561.9,No
Kara,Female,1970-08-07,32036.21,No
George,Female,2005-01-09,133969.8,Yes
Kristen,Female,1995-11-05,35021.01,No
Alexandra,Female,1985-08-08,40857.95,No
Kyle,Female,1961-10-20,58295.67,No
Steve,Female,1981-10-12,66620.96,No
Lorraine,Female,1961-09-11,116876.1,Yes
Catherine,Male,1966-02-06,65164.38,Yes
Thomas,Male,2004-03-18,84883.03,No
Richard,Female,1966-07-07,30768.92,No
Donna,Male,1992-11-15,111808.74,Yes
Christopher,Male,1995-01-15,136831.88,Yes
Ronald,Female,1962-07-04,135501.27,No
Daniel,Female,1971-03-23,112330.12,Yes
Lisa,Female,1971-09-01,109551.55,Yes
Gregory,Female,1973-06-26,85671.57,No
Dana,Female,1977-10-04,112348.82,Yes
Nicole,Male,1962-06-04,145966.64,Yes
Lisa,Female,1971-12-31,120128.82,No
Justin,Female,1967-11-26,92076.72,Yes
Michael,Female,1972-01-22,97961.48,Yes
Elizabeth,Female,1993-06-29,36993.68,No
Richard,Female,1966-01-21,52749.1,No
Karen,Male,1986-03-15,64965.06,Yes
Elizabeth,Female,1995-10-08,63244.08,Yes
Margaret,Male,1970-09-10,47044.89,No
Eric,Female,1976-07-07,69488.43,No
Mark,Male,1995-10-10,66438.53,Yes
Julia,Male,1968-08-07,146977.75,Yes
Nancy,Male,1964-03-14,140173.9,No
Andrea,Male,2004-08-24,140426.89,No
Mark,Male,1997-07-25,79829.31,Yes
Mary,Male,1981-01-03,40752.43,No
Mary,Male,1972-12-28,31226.67,Yes
Brandy,Female,1980-10-19,37126.92,No
Donald,Male,1992-06-19,,No
Matthew,Female,1989-05-09,36540.55,Yes
Kathleen,Male,2007-03-02,,Yes
Regina,Female,1999-03-24,,No
Thomas,Female,1976-07-22,96978.85,No
Joshua,Female,1999-09-28,65653.22,No
Jeffrey,Male,1988-09-02,143319.8,No
Cassidy,Male,1988-03-26,84004.69,No
Andrew,Male,1971-05-13,93974.34,No
Michael,Female,1983-08-11,101216.51,Yes
Kelly,Female,1978-05-07,72927.12,Yes
Melissa,Female,1975-09-06,145095.37,Yes
Marcus,Male,1960-01-14,98420.87,No
Amy,Male,1992-08-15,63665.35,No
Emily,Female,1991-11-16,104719.42,No
Ethan,Female,2002-05-12,125758.44,No
Kristina,Male,1991-03-13,42176.49,Yes
Gregory,Male,1959-11-27,65824.95,Yes
Michael,Female,1985-04-19,140217.35,No
Rhonda,Male,1974-01-04,98786.25,No
Brittany,Male,2004-09-08,130467.75,Yes
David,Female,1973-09-29,95526.65,No
Stephanie,Male,2005-02-15,32466.76,Yes
Dana,Male,2005-04-11,37948.93,Yes
David,Male,1961-01-12,123045.38,Yes
Sean,Male,1988-02-12,143476.85,Yes
Steven,Female,2004-06-14,48867.2,No
Michael,Male,2006-04-08,68288.56,Yes
Brandy,Female,1968-03-03,41716.25,No
Stanley,Female,1962-07-27,71242.39,No
Scott,Female,1984-06-24,146451.91,Yes
Tammy,Female,1998-09-08,48166.3,No
Kelly,Male,2007-01-06,77803.21,Yes
Dawn,Female,1985-05-26,115592.61,Yes
Olivia,Male,1985-12-22,69908.9,No
Melissa,Female,1959-08-01,106733.79,No
Aaron,Female,1965-02-23,131691.66,No
Angela,Female,1959-09-01,86465.27,No
Christopher,Female,1991-06-27,82263.03,No
Daniel,Female,1982-04-23,101454.22,Yes
James,Female,1961-08-26,125865.05,Yes
Shannon,Female,1976-04-08,72728.99,No
Laura,Male,1967-09-22,58349.87,No
Ryan,Female,1998-07-28,61166.0,No
Michael,Male,1974-09-26,120578.46,Yes
Stephen,Male,1990-03-22,127650.14,Yes
Amy,Female,2006-08-08,37068.89,Yes
Paula,Female,1978-02-06,101261.4,No
Michael,Female,1979-11-26,35020.15,No
Danielle,Male,1974-04-29,77998.57,No
Kyle,Female,1980-06-14,96950.22,Yes
Thomas,Male,1969-08-10,85327.36,No
Curtis,Male,1982-02-23,145787.62,No
Angela,Male,1994-02-13,47418.18,Yes
Charles,Male,1984-08-12,54862.87,Yes
Sharon,Male,2004-08-26,134689.3,No
Steven,Female,2006-12-11,85954.92,Yes
Kristen,Female,2006-12-29,141425.05,No
Michael,Male,1975-12-25,102445.45,Yes
Michael,Male,2002-10-24,59621.26,Yes
Judith,Male,2004-01-18,107548.52,Yes
Claire,Male,1970-06-27,86062.96,Yes
William,Male,1995-01-09,131934.64,Yes
Samantha,Female,2001-04-03,59593.44,No
